wkt_geom,mindate,maxdate,latitude,longitude,altitude,crop,intercrop,sampleID,LC,CT,IRR,valtime
Point (11.13297999999999988 2.81850999999999985),14/10/2017,14/10/2017,2.81851,11.13298,605,maize,-,2017_CM_GARDIAN-62_POINT_1100,11,1200,0,14/10/2017
Point (11.48221000000000025 3.46310999999999991),14/10/2017,14/10/2017,3.46311,11.48221,662,maize,-,2017_CM_GARDIAN-62_POINT_1101,11,1200,0,14/10/2017
Point (11.48563000000000045 3.46435000000000004),14/10/2017,14/10/2017,3.46435,11.48563,681,maize,-,2017_CM_GARDIAN-62_POINT_1102,11,1200,0,14/10/2017
Point (11.4711199999999991 3.48338000000000036),14/10/2017,14/10/2017,3.48338,11.47112,636,maize,-,2017_CM_GARDIAN-62_POINT_1103,11,1200,0,14/10/2017
Point (11.51492999999999967 3.53730999999999973),14/10/2017,14/10/2017,3.53731,11.51493,723,maize,-,2017_CM_GARDIAN-62_POINT_1104,11,1200,0,14/10/2017
Point (11.40277000000000029 2.93591999999999986),14/10/2017,14/10/2017,2.93592,11.40277,687,maize,-,2017_CM_GARDIAN-62_POINT_1105,11,1200,0,14/10/2017
Point (11.40357999999999983 2.94669000000000025),14/10/2017,14/10/2017,2.94669,11.40358,630,maize,-,2017_CM_GARDIAN-62_POINT_1106,11,1200,0,14/10/2017
Point (11.32578999999999958 2.91579999999999995),14/10/2017,14/10/2017,2.9158,11.32579,586,maize,-,2017_CM_GARDIAN-62_POINT_1107,11,1200,0,14/10/2017
Point (11.13090000000000046 2.81504999999999983),14/10/2017,14/10/2017,2.81505,11.1309,574,maize,-,2017_CM_GARDIAN-62_POINT_1108,11,1200,0,14/10/2017
Point (11.13718999999999859 2.8201299999999998),14/10/2017,14/10/2017,2.82013,11.13719,570,maize,-,2017_CM_GARDIAN-62_POINT_1109,11,1200,0,14/10/2017
Point (14.34872999999999799 4.51760999999999946),22/10/2017,22/10/2017,4.51761,14.34873,630,maize,0,2017_CM_GARDIAN-62_POINT_11010,11,1200,0,22/10/2017
Point (14.35347000000000151 4.49758000000000013),22/10/2017,22/10/2017,4.49758,14.35347,655,maize,manioc,2017_CM_GARDIAN-62_POINT_11011,11,9998,0,22/10/2017
Point (14.35299000000000014 4.49680000000000035),22/10/2017,22/10/2017,4.4968,14.35299,674,maize,manioc,2017_CM_GARDIAN-62_POINT_11012,11,9998,0,22/10/2017
Point (14.36847999999999814 4.47645999999999944),22/10/2017,22/10/2017,4.47646,14.36848,644,maize,manioc,2017_CM_GARDIAN-62_POINT_11013,11,9998,0,22/10/2017
Point (14.97961000000000098 4.02308000000000021),22/10/2017,22/10/2017,4.02308,14.97961,626,maize,0,2017_CM_GARDIAN-62_POINT_11014,11,1200,0,22/10/2017
Point (14.98062999999999967 4.02771999999999952),22/10/2017,22/10/2017,4.02772,14.98063,568,maize,0,2017_CM_GARDIAN-62_POINT_11015,11,1200,0,22/10/2017
Point (15.10952000000000162 3.92456000000000005),22/10/2017,22/10/2017,3.92456,15.10952,667,maize,0,2017_CM_GARDIAN-62_POINT_11016,11,1200,0,22/10/2017
Point (15.01989999999999981 4.01841999999999988),22/10/2017,22/10/2017,4.01842,15.0199,596,maize,manioc,2017_CM_GARDIAN-62_POINT_11017,11,9998,0,22/10/2017
Point (15.02242000000000033 4.02024999999999988),22/10/2017,22/10/2017,4.02025,15.02242,608,maize,manioc,2017_CM_GARDIAN-62_POINT_11018,11,9998,0,22/10/2017
Point (15.04095000000000049 3.51861999999999986),23/10/2017,23/10/2017,3.51862,15.04095,517,maize,conconbre,2017_CM_GARDIAN-62_POINT_11019,11,9998,0,23/10/2017
Point (14.99516000000000027 3.52845999999999993),23/10/2017,23/10/2017,3.52846,14.99516,602,maize,cacao,2017_CM_GARDIAN-62_POINT_11020,10,9998,0,23/10/2017
Point (15.05992000000000175 3.53411999999999971),23/10/2017,23/10/2017,3.53412,15.05992,537,maize,0,2017_CM_GARDIAN-62_POINT_11021,11,1200,0,23/10/2017
Point (11.39766000000000012 4.01370999999999967),07/11/2017,07/11/2017,4.01371,11.39766,605,maize,0,2017_CM_GARDIAN-62_POINT_11022,11,1200,0,07/11/2017
Point (11.25145000000000017 4.10448000000000057),07/11/2017,07/11/2017,4.10448,11.25145,548,maize,arachide/manioc,2017_CM_GARDIAN-62_POINT_11023,11,9998,0,07/11/2017
Point (11.15470000000000006 4.09634000000000054),07/11/2017,07/11/2017,4.09634,11.1547,509,maize,arachide/manioc,2017_CM_GARDIAN-62_POINT_11024,11,9998,0,07/11/2017
Point (11.18647999999999954 4.11120000000000019),07/11/2017,07/11/2017,4.1112,11.18648,576,maize,0,2017_CM_GARDIAN-62_POINT_11025,11,1200,0,07/11/2017
Point (11.22631999999999941 4.1024799999999999),07/11/2017,07/11/2017,4.10248,11.22632,517,maize,0,2017_CM_GARDIAN-62_POINT_11026,11,1200,0,07/11/2017
Point (11.19500999999999991 4.25283999999999995),08/11/2017,08/11/2017,4.25284,11.19501,423,maize,arachide/manioc,2017_CM_GARDIAN-62_POINT_11027,11,9998,0,08/11/2017
Point (11.2001899999999992 4.26114000000000015),08/11/2017,08/11/2017,4.26114,11.20019,418,maize,arachide,2017_CM_GARDIAN-62_POINT_11028,11,9998,0,08/11/2017
Point (11.29748999999999981 4.26973000000000003),08/11/2017,08/11/2017,4.26973,11.29749,467,maize,arachide/manioc,2017_CM_GARDIAN-62_POINT_11029,11,9998,0,08/11/2017
Point (11.28552999999999962 4.27425999999999995),08/11/2017,08/11/2017,4.27426,11.28553,461,maize,0,2017_CM_GARDIAN-62_POINT_11030,11,1200,0,08/11/2017
Point (11.27093999999999951 4.3629800000000003),08/11/2017,08/11/2017,4.36298,11.27094,335,maize,0,2017_CM_GARDIAN-62_POINT_11031,11,1200,0,08/11/2017
Point (11.23111000000000104 4.71628000000000025),09/11/2017,09/11/2017,4.71628,11.23111,479,maize,manioc,2017_CM_GARDIAN-62_POINT_11032,11,9998,0,09/11/2017
Point (11.23923999999999879 4.70141000000000009),09/11/2017,09/11/2017,4.70141,11.23924,470,maize,0,2017_CM_GARDIAN-62_POINT_11033,11,1200,0,09/11/2017
Point (11.23962000000000039 4.69400999999999957),09/11/2017,09/11/2017,4.69401,11.23962,476,maize,0,2017_CM_GARDIAN-62_POINT_11034,11,1200,0,09/11/2017
Point (11.2410199999999989 4.68878000000000039),09/11/2017,09/11/2017,4.68878,11.24102,481,maize,0,2017_CM_GARDIAN-62_POINT_11035,11,1200,0,09/11/2017
Point (11.26483999999999952 4.58536999999999928),09/11/2017,09/11/2017,4.58537,11.26484,459,maize,0,2017_CM_GARDIAN-62_POINT_11036,11,1200,0,09/11/2017
Point (14.27913999999999994 10.57221000000000011),19/09/2017,19/09/2017,10.57221,14.27914,407,maize,0,2017_CM_GARDIAN-62_POINT_11037,11,1200,0,19/09/2017
Point (14.27744999999999997 10.5683600000000002),19/09/2017,19/09/2017,10.56836,14.27745,404,maize,agrumes,2017_CM_GARDIAN-62_POINT_11038,10,9998,0,19/09/2017
Point (14.27772000000000041 10.56818999999999953),19/09/2017,19/09/2017,10.56819,14.27772,411,maize,riz/gombo/oseille/agrume,2017_CM_GARDIAN-62_POINT_11039,10,9998,0,19/09/2017
Point (14.27812000000000126 10.56959999999999944),19/09/2017,19/09/2017,10.5696,14.27812,409,maize,0,2017_CM_GARDIAN-62_POINT_11040,11,1200,0,19/09/2017
Point (14.2651899999999987 10.56457999999999942),19/09/2017,19/09/2017,10.56458,14.26519,416,maize,mil,2017_CM_GARDIAN-62_POINT_11041,10,9998,0,19/09/2017
Point (14.26662999999999926 10.56042000000000058),20/09/2017,20/09/2017,10.56042,14.26663,427,maize,0,2017_CM_GARDIAN-62_POINT_11042,11,1200,0,20/09/2017
Point (14.26515999999999984 10.55871999999999922),20/09/2017,20/09/2017,10.55872,14.26516,425,maize,gombo,2017_CM_GARDIAN-62_POINT_11043,11,9998,0,20/09/2017
Point (14.2613399999999988 10.55763999999999925),20/09/2017,20/09/2017,10.55764,14.26134,417,maize,0,2017_CM_GARDIAN-62_POINT_11044,11,1200,0,20/09/2017
Point (14.25017000000000067 10.54723999999999862),19/09/2017,19/09/2017,10.54724,14.25017,422,maize,0,2017_CM_GARDIAN-62_POINT_11045,11,1200,0,19/09/2017
Point (14.25017000000000067 10.54723999999999862),20/09/2017,20/09/2017,10.54724,14.25017,422,maize,0,2017_CM_GARDIAN-62_POINT_11046,11,1200,0,20/09/2017
Point (14.25268999999999942 10.54256999999999955),20/09/2017,20/09/2017,10.54257,14.25269,419,maize,0,2017_CM_GARDIAN-62_POINT_11047,11,1200,0,20/09/2017
Point (14.2527500000000007 10.54274999999999984),21/09/2017,21/09/2017,10.54275,14.25275,418,maize,pattate,2017_CM_GARDIAN-62_POINT_11048,11,9998,0,21/09/2017
Point (14.25459999999999994 10.54392999999999958),21/09/2017,21/09/2017,10.54393,14.2546,420,maize,pattate,2017_CM_GARDIAN-62_POINT_11049,11,9998,0,21/09/2017
Point (14.30289999999999928 10.58267000000000024),21/09/2017,21/09/2017,10.58267,14.3029,406,maize,mil,2017_CM_GARDIAN-62_POINT_11050,10,9998,0,21/09/2017
Point (14.30175000000000018 10.58278999999999925),21/09/2017,21/09/2017,10.58279,14.30175,405,maize,pattate/haricot,2017_CM_GARDIAN-62_POINT_11051,11,9998,0,21/09/2017
Point (14.30091000000000001 10.58376999999999946),21/09/2017,21/09/2017,10.58377,14.30091,407,maize,pattate,2017_CM_GARDIAN-62_POINT_11052,11,9998,0,21/09/2017
Point (14.28246000000000038 10.55708000000000091),22/09/2017,22/09/2017,10.55708,14.28246,419,maize,0,2017_CM_GARDIAN-62_POINT_11053,11,1200,0,22/09/2017
Point (14.27449999999999974 10.54900000000000126),22/09/2017,22/09/2017,10.549,14.2745,428,maize,0,2017_CM_GARDIAN-62_POINT_11054,11,1200,0,22/09/2017
Point (14.27252000000000187 10.54682000000000031),22/09/2017,22/09/2017,10.54682,14.27252,427,maize,0,2017_CM_GARDIAN-62_POINT_11055,11,1200,0,22/09/2017
Point (14.26873999999999931 10.53927000000000014),22/09/2017,22/09/2017,10.53927,14.26874,430,maize,0,2017_CM_GARDIAN-62_POINT_11056,11,1200,0,22/09/2017
Point (14.26722999999999963 10.52134999999999998),20/09/2017,20/09/2017,10.52135,14.26723,416,maize,gombo,2017_CM_GARDIAN-62_POINT_11057,11,9998,0,20/09/2017
Point (14.2710600000000003 10.52041999999999966),20/09/2017,20/09/2017,10.52042,14.27106,414,maize,0,2017_CM_GARDIAN-62_POINT_11058,11,1200,0,20/09/2017
Point (14.2649000000000008 10.52168999999999954),23/09/2017,23/09/2017,10.52169,14.2649,429,maize,gombo,2017_CM_GARDIAN-62_POINT_11059,11,9998,0,23/09/2017
Point (14.28395000000000081 10.54054999999999964),23/09/2017,23/09/2017,10.54055,14.28395,413,maize,0,2017_CM_GARDIAN-62_POINT_11060,11,1200,0,23/09/2017
Point (14.28547000000000189 10.54462999999999973),20/09/2017,20/09/2017,10.54463,14.28547,408,maize,0,2017_CM_GARDIAN-62_POINT_11061,11,1200,0,20/09/2017
Point (14.28902999999999857 10.5449300000000008),20/09/2017,20/09/2017,10.54493,14.28903,404,maize,0,2017_CM_GARDIAN-62_POINT_11062,11,1200,0,20/09/2017
Point (11.25778000000000034 2.38605),15/10/2017,15/10/2017,2.38605,11.25778,577,maize,0,2017_CM_GARDIAN-62_POINT_11063,11,1200,0,15/10/2017
Point (11.95444999999999958 2.89909000000000017),16/10/2017,16/10/2017,2.89909,11.95445,670,maize,arachide/macabo,2017_CM_GARDIAN-62_POINT_11064,11,9998,0,16/10/2017
Point (11.97020000000000017 2.92094000000000031),16/10/2017,16/10/2017,2.92094,11.9702,681,maize,0,2017_CM_GARDIAN-62_POINT_11065,11,1200,0,16/10/2017
Point (11.96418999999999855 2.96110000000000007),16/10/2017,16/10/2017,2.9611,11.96419,651,maize,0,2017_CM_GARDIAN-62_POINT_11066,11,1200,0,16/10/2017
Point (11.9820499999999992 3.0472999999999999),16/10/2017,16/10/2017,3.0473,11.98205,656,maize,legumes/macabo,2017_CM_GARDIAN-62_POINT_11067,11,9998,0,16/10/2017
Point (11.87858999999999909 3.25685999999999964),16/10/2017,16/10/2017,3.25686,11.87859,665,maize,arachide/macabo/manioc,2017_CM_GARDIAN-62_POINT_11068,11,9998,0,16/10/2017
Point (11.87581000000000131 3.2630300000000001),16/10/2017,16/10/2017,3.26303,11.87581,652,maize,0,2017_CM_GARDIAN-62_POINT_11069,11,1200,0,16/10/2017
Point (11.63206000000000095 4.37330000000000041),17/10/2017,17/10/2017,4.3733,11.63206,474,maize,0,2017_CM_GARDIAN-62_POINT_11070,11,1200,0,17/10/2017
Point (11.63771000000000022 4.40922999999999998),17/10/2017,17/10/2017,4.40923,11.63771,575,maize,palmier/plantain,2017_CM_GARDIAN-62_POINT_11071,10,9998,0,17/10/2017
Point (11.63603999999999949 4.42637999999999998),17/10/2017,17/10/2017,4.42638,11.63604,569,maize,0,2017_CM_GARDIAN-62_POINT_11072,11,1200,0,17/10/2017
Point (11.6315299999999997 4.43346000000000018),17/10/2017,17/10/2017,4.43346,11.63153,598,maize,pattate/plantain,2017_CM_GARDIAN-62_POINT_11073,11,9998,0,17/10/2017
Point (11.72550999999999988 5.26961999999999975),17/10/2017,17/10/2017,5.26962,11.72551,2471,maize,haricot,2017_CM_GARDIAN-62_POINT_11074,11,9998,0,17/10/2017
Point (12.36318999999999946 3.88893000000000022),18/10/2017,18/10/2017,3.88893,12.36319,653,maize,maranthe/arachide/manioc,2017_CM_GARDIAN-62_POINT_11075,11,9998,0,18/10/2017
Point (12.39002999999999943 3.89656000000000002),18/10/2017,18/10/2017,3.89656,12.39003,685,maize,arachide/plantain,2017_CM_GARDIAN-62_POINT_11076,11,9998,0,18/10/2017
Point (12.4870000000000001 3.93050999999999995),18/10/2017,18/10/2017,3.93051,12.487,666,maize,0,2017_CM_GARDIAN-62_POINT_11077,11,1200,0,18/10/2017
Point (12.48503000000000007 3.93039000000000005),18/10/2017,18/10/2017,3.93039,12.48503,694,maize,0,2017_CM_GARDIAN-62_POINT_11078,11,1200,0,18/10/2017
Point (12.46938000000000102 3.91665000000000019),18/10/2017,18/10/2017,3.91665,12.46938,674,maize,0,2017_CM_GARDIAN-62_POINT_11079,11,1200,0,18/10/2017
Point (13.612070000000001 4.51241000000000003),19/10/2017,19/10/2017,4.51241,13.61207,650,maize,0,2017_CM_GARDIAN-62_POINT_11080,11,1200,0,19/10/2017
Point (13.61079999999999934 4.52355000000000018),19/10/2017,19/10/2017,4.52355,13.6108,652,maize,manioc,2017_CM_GARDIAN-62_POINT_11081,11,9998,0,19/10/2017
Point (13.77824999999999989 4.63186999999999927),24/10/2017,24/10/2017,4.63187,13.77825,677,maize,manioc,2017_CM_GARDIAN-62_POINT_11082,11,9998,0,24/10/2017
Point (13.76304999999999978 4.61080000000000023),24/10/2017,24/10/2017,4.6108,13.76305,668,maize,0,2017_CM_GARDIAN-62_POINT_11083,11,1200,0,24/10/2017
Point (13.76534000000000013 4.60980999999999952),24/10/2017,24/10/2017,4.60981,13.76534,681,maize,0,2017_CM_GARDIAN-62_POINT_11084,11,1200,0,24/10/2017
Point (14.18807000000000151 5.52553000000000072),20/10/2017,20/10/2017,5.52553,14.18807,927,maize,manioc,2017_CM_GARDIAN-62_POINT_11085,11,9998,0,20/10/2017
